Vehicle ID,Registration State,Vehicle Make,Vehicle Model,Vehicle Year,Insurance Provider,Insurance Policy Type,Insurance Claim History,Policy Expiration Date,Vehicle Condition,Owner Age Group,Accident History
VID01626,PA,Mercedes,Civic,2006,Allstate,Collision,No,2025-09-03,Fair,46-60,0
VID01627,FL,Ford,Jetta,2023,Allstate,Full Coverage,No,2025-08-25,Fair,60+,1
VID01628,MI,Hyundai,Civic,2008,Liberty Mutual,Comprehensive,Yes,2026-03-20,Fair,36-45,4
VID01629,IL,BMW,F-150,2002,Liberty Mutual,Collision,No,2025-05-10,Fair,18-25,5
VID01630,GA,Kia,Civic,2012,Progressive,Comprehensive,Yes,2026-02-19,Fair,60+,1
VID01631,NY,BMW,Altima,2003,State Farm,Liability,No,2025-10-10,Poor,18-25,2
VID01632,PA,Mercedes,Camry,2017,Progressive,Comprehensive,Yes,2025-11-12,Poor,18-25,5
VID01633,IL,Volkswagen,C-Class,2009,Progressive,Liability,Yes,2025-10-09,Fair,26-35,5
VID01634,NC,Toyota,Sorento,2015,State Farm,Collision,No,2025-06-11,Fair,36-45,5
VID01635,IL,Ford,Elantra,2006,Geico,Full Coverage,No,2025-06-25,Good,36-45,1
VID01636,IL,Kia,Elantra,2002,Liberty Mutual,Comprehensive,No,2025-06-06,Poor,18-25,0
VID01637,GA,Volkswagen,Civic,2013,Farmers,Full Coverage,Yes,2026-03-05,Fair,26-35,5
VID01638,MI,Nissan,Camry,2011,State Farm,Collision,No,2025-12-26,Fair,18-25,0
VID01639,TX,Honda,Sorento,2002,Allstate,Collision,Yes,2026-01-11,Fair,60+,1
VID01640,GA,Kia,Jetta,2023,USAA,Liability,Yes,2025-08-25,Poor,36-45,2
VID01641,PA,Hyundai,Sorento,2005,Liberty Mutual,Full Coverage,Yes,2025-09-27,Good,46-60,2
VID01642,MI,Toyota,Sorento,2020,Farmers,Comprehensive,No,2025-11-25,Poor,18-25,1
VID01643,NC,Toyota,Altima,2022,State Farm,Comprehensive,Yes,2025-07-02,Poor,26-35,4
VID01644,NY,Mercedes,Jetta,2016,Geico,Comprehensive,No,2026-03-13,Good,60+,3
VID01645,NC,Volkswagen,Camry,2008,Progressive,Collision,No,2026-01-29,Poor,36-45,2
VID01646,TX,Nissan,C-Class,2011,Progressive,Comprehensive,No,2026-03-05,Fair,18-25,1
VID01647,PA,Mercedes,Silverado,2003,Progressive,Full Coverage,No,2025-06-21,Poor,60+,5
VID01648,MI,Hyundai,Silverado,2014,Farmers,Full Coverage,Yes,2025-06-03,Fair,26-35,1
VID01649,NC,Kia,Camry,2018,State Farm,Liability,Yes,2025-05-30,Good,46-60,0
VID01650,GA,Volkswagen,F-150,2001,Progressive,Liability,No,2026-01-13,Poor,60+,1
VID01651,FL,Kia,Silverado,2003,USAA,Comprehensive,Yes,2025-10-20,Poor,18-25,4
VID01652,NY,Volkswagen,Sorento,2008,Liberty Mutual,Liability,Yes,2025-05-03,Poor,60+,5
VID01653,GA,Honda,F-150,2009,Farmers,Collision,Yes,2025-10-31,Fair,60+,0
VID01654,TX,Volkswagen,F-150,2004,Allstate,Collision,No,2025-12-12,Poor,26-35,3
VID01655,PA,Honda,Camry,2003,Farmers,Collision,Yes,2026-02-12,Fair,18-25,3
VID01656,MI,Hyundai,Jetta,2008,USAA,Liability,Yes,2026-02-04,Poor,36-45,5
VID01657,GA,Kia,Camry,2004,State Farm,Comprehensive,No,2025-12-06,Good,26-35,4
VID01658,NY,Volkswagen,Camry,2020,Geico,Liability,No,2026-01-20,Poor,60+,4
VID01659,OH,Kia,Elantra,2016,Farmers,Full Coverage,Yes,2026-03-12,Fair,46-60,1
VID01660,MI,Mercedes,Civic,2018,Liberty Mutual,Comprehensive,No,2025-10-06,Poor,18-25,2
VID01661,IL,Nissan,Sorento,2004,Geico,Full Coverage,No,2026-01-25,Fair,18-25,0
VID01662,IL,BMW,Silverado,2003,USAA,Liability,No,2026-02-26,Poor,60+,0
VID01663,TX,Nissan,Civic,2011,Geico,Collision,Yes,2025-10-27,Fair,46-60,4
VID01664,NC,Hyundai,3 Series,2003,State Farm,Collision,No,2026-01-03,Poor,46-60,3
VID01665,TX,Nissan,Camry,2018,Allstate,Liability,Yes,2025-10-19,Fair,60+,4
VID01666,CA,Ford,3 Series,2013,State Farm,Collision,Yes,2025-05-04,Poor,18-25,1
VID01667,TX,Mercedes,Jetta,2015,State Farm,Liability,No,2026-02-07,Poor,46-60,3
VID01668,PA,Volkswagen,C-Class,2022,Farmers,Full Coverage,No,2025-05-01,Good,36-45,3
VID01669,OH,Volkswagen,F-150,2008,Allstate,Collision,Yes,2025-11-16,Fair,60+,1
VID01670,OH,Mercedes,C-Class,2000,Liberty Mutual,Comprehensive,No,2026-03-02,Poor,46-60,4
VID01671,PA,Ford,Camry,2006,Progressive,Collision,No,2025-07-21,Good,46-60,4
VID01672,NY,Kia,Jetta,2010,Progressive,Comprehensive,Yes,2025-10-03,Fair,36-45,5
VID01673,MI,Nissan,Camry,2023,USAA,Full Coverage,Yes,2025-11-21,Fair,26-35,5
VID01674,GA,Chevrolet,F-150,2016,Geico,Full Coverage,No,2026-03-25,Poor,60+,5
VID01675,OH,Volkswagen,Jetta,2017,State Farm,Full Coverage,Yes,2025-06-14,Fair,18-25,5
VID01676,TX,Volkswagen,Silverado,2019,State Farm,Collision,No,2025-11-15,Poor,60+,3
VID01677,NC,Kia,Altima,2004,Liberty Mutual,Comprehensive,No,2025-12-02,Good,18-25,0
VID01678,FL,Toyota,Silverado,2021,USAA,Comprehensive,Yes,2025-11-19,Fair,36-45,4
VID01679,FL,Toyota,F-150,2013,State Farm,Collision,No,2025-11-20,Poor,46-60,4
VID01680,CA,Hyundai,Camry,2005,Progressive,Collision,No,2025-08-10,Poor,60+,1
VID01681,PA,Chevrolet,Altima,2006,Geico,Comprehensive,No,2025-11-30,Fair,26-35,1
VID01682,TX,Hyundai,Camry,2000,Progressive,Liability,No,2025-06-07,Good,26-35,2
VID01683,OH,Hyundai,C-Class,2008,Allstate,Collision,No,2025-09-16,Poor,18-25,1
VID01684,CA,Ford,Camry,2001,Liberty Mutual,Liability,Yes,2025-11-20,Poor,18-25,5
VID01685,NY,BMW,Elantra,2005,Allstate,Full Coverage,Yes,2026-03-18,Fair,60+,0
VID01686,MI,Volkswagen,Jetta,2009,Progressive,Full Coverage,Yes,2025-12-16,Fair,46-60,5
VID01687,TX,Nissan,Civic,2010,Geico,Full Coverage,Yes,2025-12-10,Poor,46-60,3
VID01688,NY,Toyota,Camry,2015,USAA,Collision,No,2025-11-25,Good,18-25,5
VID01689,FL,Mercedes,Silverado,2010,Farmers,Full Coverage,Yes,2026-01-04,Good,18-25,1
VID01690,TX,Nissan,Sorento,2000,Liberty Mutual,Comprehensive,No,2026-02-12,Fair,18-25,5
VID01691,OH,Hyundai,Sorento,2022,State Farm,Full Coverage,No,2025-09-02,Poor,26-35,5
VID01692,TX,Volkswagen,F-150,2004,Allstate,Comprehensive,Yes,2025-07-14,Good,60+,0
VID01693,GA,Honda,Altima,2020,Farmers,Comprehensive,Yes,2025-09-20,Fair,26-35,5
VID01694,TX,Chevrolet,F-150,2018,State Farm,Liability,Yes,2025-08-31,Fair,36-45,2
VID01695,OH,BMW,Silverado,2012,Liberty Mutual,Liability,Yes,2026-01-31,Good,26-35,1
VID01696,GA,Nissan,Camry,2012,Allstate,Collision,No,2025-09-24,Poor,26-35,3
VID01697,GA,Ford,F-150,2022,Progressive,Full Coverage,No,2025-11-15,Poor,36-45,3
VID01698,GA,BMW,3 Series,2011,Liberty Mutual,Collision,No,2025-10-20,Good,18-25,5
VID01699,IL,Ford,3 Series,2016,Liberty Mutual,Full Coverage,Yes,2026-01-21,Good,46-60,4
VID01700,CA,Volkswagen,3 Series,2007,Progressive,Full Coverage,Yes,2025-07-07,Good,26-35,2
VID01701,MI,Chevrolet,Civic,2017,State Farm,Liability,No,2026-03-17,Fair,18-25,0
VID01702,OH,Toyota,3 Series,2013,Progressive,Full Coverage,No,2025-10-14,Good,36-45,5
VID01703,NY,Toyota,Silverado,2014,Allstate,Full Coverage,Yes,2025-04-25,Fair,46-60,5
VID01704,IL,Mercedes,Sorento,2019,Farmers,Comprehensive,No,2025-05-27,Good,36-45,0
VID01705,FL,Toyota,F-150,2001,Geico,Liability,No,2025-06-12,Fair,60+,1
VID01706,PA,Mercedes,Sorento,2008,State Farm,Liability,No,2025-06-20,Fair,26-35,3
VID01707,OH,Mercedes,C-Class,2021,Progressive,Comprehensive,Yes,2025-04-25,Good,60+,5
VID01708,NY,Hyundai,F-150,2013,Progressive,Comprehensive,Yes,2025-11-17,Good,26-35,0
VID01709,GA,Nissan,Civic,2021,Geico,Comprehensive,No,2025-08-28,Fair,26-35,5
VID01710,CA,Kia,Elantra,2018,Liberty Mutual,Collision,No,2025-11-08,Good,46-60,3
VID01711,CA,BMW,C-Class,2018,Farmers,Liability,Yes,2025-06-02,Poor,46-60,5
VID01712,CA,Hyundai,Camry,2007,USAA,Collision,Yes,2025-11-25,Good,60+,5
VID01713,IL,Kia,Civic,2003,USAA,Comprehensive,No,2026-02-28,Poor,18-25,2
VID01714,MI,Volkswagen,Elantra,2002,USAA,Comprehensive,No,2026-01-03,Fair,60+,4
VID01715,GA,Chevrolet,Jetta,2015,Progressive,Full Coverage,Yes,2025-07-28,Fair,46-60,3
VID01716,GA,Volkswagen,3 Series,2022,Allstate,Comprehensive,No,2025-04-27,Good,36-45,3
VID01717,IL,Honda,Sorento,2000,State Farm,Full Coverage,Yes,2025-09-02,Fair,26-35,2
VID01718,TX,Chevrolet,F-150,2006,Geico,Liability,Yes,2026-01-21,Poor,18-25,3
VID01719,TX,Honda,Silverado,2007,Geico,Comprehensive,Yes,2025-09-20,Good,46-60,3
VID01720,PA,Mercedes,Camry,2005,State Farm,Comprehensive,No,2025-09-02,Good,36-45,4
VID01721,NY,Toyota,Civic,2000,Liberty Mutual,Liability,Yes,2025-11-02,Fair,46-60,3
VID01722,OH,Toyota,Sorento,2020,Allstate,Liability,Yes,2025-08-23,Good,36-45,0
VID01723,TX,Toyota,Altima,2019,Liberty Mutual,Collision,No,2025-09-02,Good,26-35,4
VID01724,PA,Mercedes,C-Class,2009,Allstate,Full Coverage,No,2025-09-13,Fair,60+,3
VID01725,FL,Hyundai,Sorento,2021,Allstate,Collision,Yes,2025-06-22,Fair,36-45,0
VID01726,PA,Toyota,Sorento,2022,Farmers,Liability,Yes,2026-03-12,Poor,18-25,0
VID01727,FL,Hyundai,Jetta,2003,Farmers,Full Coverage,Yes,2025-10-03,Fair,36-45,3
VID01728,IL,Mercedes,Jetta,2003,State Farm,Full Coverage,Yes,2026-02-01,Good,26-35,5
VID01729,GA,BMW,Jetta,2015,Progressive,Collision,Yes,2025-09-16,Fair,36-45,3
VID01730,NC,Nissan,F-150,2018,Progressive,Liability,Yes,2025-04-29,Good,18-25,5
VID01731,NC,Kia,Altima,2004,USAA,Full Coverage,No,2026-01-29,Poor,26-35,5
VID01732,NC,Kia,Civic,2013,Geico,Liability,Yes,2025-10-06,Poor,26-35,4
VID01733,NC,BMW,Elantra,2010,Allstate,Comprehensive,No,2025-11-08,Poor,18-25,2
VID01734,NC,Kia,Elantra,2004,Geico,Full Coverage,No,2026-01-12,Good,46-60,4
VID01735,CA,Honda,Silverado,2002,Geico,Liability,No,2025-08-08,Good,60+,2
VID01736,OH,Ford,Camry,2006,State Farm,Full Coverage,No,2025-05-02,Poor,60+,5
VID01737,CA,Hyundai,Altima,2002,Allstate,Collision,No,2025-07-19,Poor,46-60,0
VID01738,GA,BMW,Silverado,2016,State Farm,Collision,Yes,2025-09-29,Fair,18-25,3
VID01739,FL,Chevrolet,Elantra,2018,Progressive,Full Coverage,No,2025-07-22,Good,18-25,0
VID01740,TX,Nissan,Jetta,2022,Progressive,Full Coverage,No,2025-09-22,Good,36-45,5
VID01741,OH,Nissan,Civic,2022,USAA,Comprehensive,Yes,2026-01-02,Fair,60+,2
VID01742,NC,Honda,Jetta,2013,USAA,Comprehensive,No,2025-11-05,Good,60+,1
VID01743,GA,Mercedes,3 Series,2023,Liberty Mutual,Liability,No,2026-03-16,Poor,36-45,5
VID01744,MI,Mercedes,Civic,2019,USAA,Collision,No,2025-06-24,Good,18-25,1
VID01745,NC,Chevrolet,Jetta,2015,Progressive,Collision,Yes,2025-10-08,Poor,60+,0
VID01746,FL,BMW,Camry,2004,Liberty Mutual,Liability,No,2025-11-20,Poor,18-25,3
VID01747,NY,Volkswagen,Camry,2009,Progressive,Collision,No,2025-07-17,Good,36-45,4
VID01748,PA,BMW,Jetta,2013,Farmers,Comprehensive,No,2025-07-29,Poor,18-25,0
VID01749,IL,BMW,3 Series,2013,Geico,Liability,Yes,2026-02-01,Fair,26-35,1
VID01750,IL,Chevrolet,Elantra,2018,USAA,Comprehensive,No,2025-07-29,Fair,36-45,2
VID01751,CA,Ford,C-Class,2021,Allstate,Comprehensive,No,2026-02-26,Fair,46-60,2
VID01752,NY,Ford,Civic,2001,USAA,Full Coverage,Yes,2026-03-08,Poor,36-45,3
VID01753,OH,Toyota,Civic,2016,State Farm,Liability,Yes,2025-05-14,Fair,26-35,4
VID01754,OH,Ford,Sorento,2001,Liberty Mutual,Collision,Yes,2025-04-29,Good,60+,3
VID01755,FL,Chevrolet,F-150,2000,Liberty Mutual,Comprehensive,No,2026-01-21,Fair,36-45,5
VID01756,FL,Ford,C-Class,2016,Allstate,Full Coverage,Yes,2025-11-13,Good,46-60,2
VID01757,FL,BMW,Jetta,2007,Geico,Liability,Yes,2025-10-16,Good,26-35,3
VID01758,FL,Kia,3 Series,2011,Progressive,Liability,No,2026-01-09,Poor,36-45,2
VID01759,MI,Honda,Silverado,2017,Liberty Mutual,Full Coverage,No,2025-07-26,Good,36-45,5
VID01760,CA,Chevrolet,C-Class,2019,Allstate,Comprehensive,Yes,2025-10-01,Poor,18-25,5
VID01761,GA,Hyundai,Jetta,2023,State Farm,Comprehensive,Yes,2025-10-15,Fair,18-25,5
VID01762,FL,Volkswagen,Elantra,2021,Liberty Mutual,Liability,No,2025-08-28,Poor,26-35,3
VID01763,GA,Mercedes,Sorento,2022,Farmers,Full Coverage,No,2025-09-19,Poor,46-60,4
VID01764,NY,Honda,Camry,2004,State Farm,Comprehensive,No,2025-06-29,Fair,36-45,4
VID01765,TX,Ford,Altima,2007,Liberty Mutual,Comprehensive,No,2025-08-21,Good,46-60,3
VID01766,NY,BMW,C-Class,2015,Allstate,Full Coverage,No,2025-09-19,Fair,60+,3
VID01767,NY,Hyundai,Altima,2006,Liberty Mutual,Collision,Yes,2025-07-29,Good,26-35,5
VID01768,TX,Volkswagen,Altima,2011,Farmers,Full Coverage,Yes,2025-05-23,Fair,60+,4
VID01769,OH,Nissan,Civic,2017,Geico,Full Coverage,No,2025-05-09,Fair,18-25,2
VID01770,PA,Toyota,Silverado,2005,State Farm,Comprehensive,No,2026-02-13,Fair,36-45,4
VID01771,CA,Kia,Altima,2019,Farmers,Full Coverage,Yes,2025-04-29,Poor,36-45,2
VID01772,OH,Mercedes,Altima,2004,Liberty Mutual,Full Coverage,Yes,2025-07-25,Fair,18-25,5
VID01773,NY,Ford,Camry,2014,Geico,Collision,No,2025-11-18,Fair,36-45,1
VID01774,TX,Kia,Altima,2014,USAA,Liability,Yes,2025-06-14,Fair,36-45,3
VID01775,FL,Volkswagen,F-150,2004,Allstate,Comprehensive,No,2025-08-25,Good,18-25,2
VID01776,OH,Mercedes,Altima,2009,Allstate,Comprehensive,No,2025-05-07,Good,46-60,2
VID01777,NC,Toyota,C-Class,2002,Liberty Mutual,Collision,No,2026-03-08,Poor,36-45,2
VID01778,GA,Ford,Elantra,2001,Farmers,Comprehensive,No,2026-02-22,Fair,46-60,4
VID01779,IL,Chevrolet,Jetta,2007,Progressive,Full Coverage,Yes,2025-05-25,Poor,36-45,0
VID01780,CA,Kia,C-Class,2001,Allstate,Comprehensive,Yes,2025-05-03,Good,18-25,3
VID01781,GA,Volkswagen,Sorento,2014,Liberty Mutual,Full Coverage,Yes,2025-12-30,Fair,18-25,3
VID01782,TX,Mercedes,Civic,2017,Progressive,Full Coverage,No,2026-02-13,Poor,18-25,3
VID01783,NC,Kia,Jetta,2008,Liberty Mutual,Liability,No,2025-08-21,Fair,36-45,2
VID01784,TX,Kia,Jetta,2008,Geico,Collision,Yes,2025-06-02,Poor,26-35,0
VID01785,GA,Mercedes,Elantra,2001,State Farm,Liability,No,2026-02-24,Fair,18-25,2
VID01786,CA,Chevrolet,C-Class,2011,Liberty Mutual,Liability,No,2025-07-14,Good,46-60,4
VID01787,CA,Chevrolet,C-Class,2013,Farmers,Liability,No,2025-12-22,Fair,36-45,4
VID01788,TX,Hyundai,Elantra,2020,State Farm,Collision,Yes,2026-02-20,Poor,60+,0
VID01789,OH,Kia,Altima,2010,USAA,Comprehensive,Yes,2026-01-28,Good,60+,3
VID01790,TX,Nissan,F-150,2009,Progressive,Liability,Yes,2025-05-30,Fair,60+,1
VID01791,TX,Nissan,Civic,2005,Farmers,Full Coverage,No,2025-12-17,Fair,18-25,1
VID01792,OH,Mercedes,Altima,2021,Progressive,Comprehensive,Yes,2026-02-05,Poor,18-25,2
VID01793,IL,Ford,Elantra,2002,USAA,Collision,No,2025-08-02,Fair,18-25,5
VID01794,TX,Kia,Silverado,2011,Farmers,Liability,Yes,2025-09-19,Good,46-60,3
VID01795,NC,Hyundai,Sorento,2017,Allstate,Collision,No,2026-03-23,Good,60+,1
VID01796,CA,Honda,Jetta,2014,Progressive,Collision,No,2025-05-05,Poor,18-25,5
VID01797,GA,Mercedes,Silverado,2022,Allstate,Comprehensive,Yes,2025-05-15,Poor,46-60,0
VID01798,IL,Mercedes,Civic,2002,State Farm,Liability,Yes,2025-07-10,Poor,46-60,1
VID01799,CA,Volkswagen,Jetta,2001,State Farm,Liability,Yes,2025-06-26,Fair,36-45,5
VID01800,PA,Kia,Civic,2013,Allstate,Liability,No,2025-12-19,Fair,60+,0
VID01801,FL,BMW,Silverado,2000,USAA,Comprehensive,No,2025-12-25,Fair,26-35,0
VID01802,OH,Hyundai,Jetta,2002,Liberty Mutual,Collision,No,2025-11-06,Poor,60+,0
VID01803,PA,BMW,3 Series,2011,State Farm,Comprehensive,Yes,2026-01-11,Good,60+,5
VID01804,TX,Toyota,Jetta,2014,Farmers,Collision,Yes,2025-10-19,Good,60+,3
VID01805,NY,Hyundai,Sorento,2006,Geico,Liability,No,2025-07-09,Fair,18-25,0
VID01806,IL,Volkswagen,Civic,2023,USAA,Comprehensive,No,2025-08-01,Poor,26-35,5
VID01807,IL,Toyota,C-Class,2018,State Farm,Full Coverage,No,2026-01-29,Poor,36-45,1
VID01808,NC,Chevrolet,Camry,2018,Farmers,Collision,No,2025-11-08,Poor,18-25,3
VID01809,GA,Hyundai,Camry,2004,Geico,Collision,Yes,2026-01-02,Fair,46-60,3
VID01810,PA,Kia,3 Series,2004,USAA,Liability,Yes,2025-08-26,Good,18-25,3
VID01811,GA,Nissan,F-150,2017,Liberty Mutual,Full Coverage,No,2025-07-13,Good,60+,1
VID01812,IL,Honda,F-150,2014,State Farm,Liability,No,2025-12-05,Poor,26-35,1
VID01813,MI,Hyundai,Silverado,2016,Geico,Liability,No,2025-06-14,Poor,46-60,5
VID01814,PA,Volkswagen,Jetta,2008,State Farm,Liability,Yes,2025-06-05,Poor,60+,3
VID01815,FL,Nissan,Jetta,2020,Allstate,Liability,Yes,2026-03-15,Fair,18-25,2
VID01816,IL,Kia,Jetta,2002,State Farm,Full Coverage,Yes,2025-05-21,Fair,36-45,0
VID01817,MI,Honda,Jetta,2003,USAA,Full Coverage,No,2025-04-25,Good,36-45,3
VID01818,FL,BMW,Civic,2001,Liberty Mutual,Liability,No,2025-09-30,Poor,60+,0
VID01819,NY,Toyota,Camry,2017,State Farm,Liability,No,2026-02-06,Good,46-60,1
VID01820,IL,Mercedes,Elantra,2009,State Farm,Collision,Yes,2026-01-17,Poor,60+,5
VID01821,IL,Ford,Camry,2023,Farmers,Collision,No,2025-12-27,Fair,60+,1
VID01822,OH,Chevrolet,Civic,2001,State Farm,Collision,Yes,2026-01-25,Good,46-60,4
VID01823,PA,BMW,Jetta,2002,Liberty Mutual,Comprehensive,Yes,2025-10-23,Fair,18-25,0
VID01824,NC,Kia,3 Series,2003,State Farm,Liability,No,2025-07-09,Fair,26-35,1
VID01825,FL,Nissan,3 Series,2013,Geico,Full Coverage,No,2025-08-31,Poor,36-45,5
VID01826,FL,Toyota,Altima,2023,Allstate,Full Coverage,Yes,2025-12-22,Fair,18-25,4
VID01827,CA,Mercedes,Civic,2014,Allstate,Collision,No,2025-05-08,Poor,26-35,2
VID01828,OH,Ford,Silverado,2017,State Farm,Full Coverage,Yes,2025-10-06,Good,26-35,5
VID01829,MI,Honda,Silverado,2023,Allstate,Liability,Yes,2025-12-27,Fair,46-60,4
VID01830,OH,Honda,Altima,2017,Liberty Mutual,Collision,Yes,2025-06-17,Fair,46-60,4
VID01831,CA,Honda,Jetta,2017,Progressive,Collision,Yes,2026-01-14,Poor,36-45,1
VID01832,CA,Hyundai,Elantra,2015,Liberty Mutual,Liability,No,2025-08-06,Good,36-45,0
VID01833,TX,Nissan,Camry,2014,Progressive,Comprehensive,Yes,2025-08-23,Fair,18-25,2
VID01834,GA,Mercedes,F-150,2008,Liberty Mutual,Comprehensive,No,2025-06-22,Poor,26-35,4
VID01835,GA,Volkswagen,Elantra,2011,Geico,Collision,Yes,2025-09-16,Poor,36-45,2
VID01836,IL,Honda,Civic,2019,Farmers,Collision,Yes,2026-02-01,Good,26-35,0
VID01837,FL,Volkswagen,Altima,2004,USAA,Full Coverage,Yes,2025-06-08,Poor,18-25,3
VID01838,TX,BMW,Altima,2020,Liberty Mutual,Comprehensive,Yes,2025-08-15,Poor,36-45,0
VID01839,MI,Nissan,Silverado,2005,Farmers,Full Coverage,Yes,2025-11-04,Good,36-45,2
VID01840,OH,Nissan,Elantra,2016,Geico,Liability,No,2025-08-26,Fair,26-35,2
VID01841,FL,Ford,Altima,2014,State Farm,Comprehensive,Yes,2025-11-02,Good,26-35,3
VID01842,NY,Chevrolet,Civic,2021,USAA,Liability,No,2025-04-25,Poor,18-25,1
VID01843,TX,Ford,C-Class,2012,State Farm,Collision,Yes,2026-01-29,Good,36-45,0
VID01844,CA,BMW,Altima,2019,Progressive,Collision,Yes,2026-02-18,Fair,46-60,0
VID01845,FL,Honda,3 Series,2022,State Farm,Collision,No,2026-01-03,Good,26-35,4
VID01846,FL,Chevrolet,Sorento,2023,Liberty Mutual,Comprehensive,No,2025-12-24,Poor,46-60,0
VID01847,FL,Honda,Altima,2010,Allstate,Collision,No,2025-11-10,Good,46-60,0
VID01848,MI,Hyundai,F-150,2021,Progressive,Liability,Yes,2025-09-12,Poor,36-45,3
VID01849,CA,Ford,C-Class,2015,Geico,Comprehensive,Yes,2025-05-08,Good,36-45,5
VID01850,NC,Ford,Elantra,2007,State Farm,Collision,No,2026-03-23,Poor,46-60,5
VID01851,MI,Mercedes,F-150,2020,State Farm,Collision,No,2025-10-22,Poor,46-60,2
VID01852,FL,Ford,C-Class,2008,Progressive,Comprehensive,No,2025-10-21,Fair,46-60,5
VID01853,NC,Chevrolet,Jetta,2019,Geico,Full Coverage,No,2025-06-19,Fair,18-25,2
VID01854,GA,Toyota,Sorento,2017,Farmers,Comprehensive,No,2025-07-29,Fair,60+,0
VID01855,CA,BMW,Silverado,2018,Liberty Mutual,Liability,Yes,2026-02-14,Fair,26-35,4
VID01856,MI,Honda,Jetta,2003,Farmers,Collision,Yes,2026-01-27,Good,36-45,0
VID01857,FL,Chevrolet,3 Series,2010,Geico,Collision,No,2025-12-26,Fair,46-60,5
VID01858,NY,Toyota,Silverado,2006,Liberty Mutual,Full Coverage,Yes,2025-07-16,Fair,26-35,2
VID01859,NY,Hyundai,3 Series,2007,USAA,Collision,Yes,2026-01-22,Poor,18-25,1
VID01860,NY,Nissan,Elantra,2005,Allstate,Full Coverage,Yes,2025-05-31,Fair,46-60,0
VID01861,PA,Nissan,Sorento,2008,State Farm,Comprehensive,Yes,2025-08-19,Fair,26-35,2
VID01862,MI,Hyundai,Jetta,2006,State Farm,Full Coverage,No,2026-01-05,Poor,46-60,0
VID01863,OH,Toyota,Altima,2003,Allstate,Liability,No,2025-12-13,Good,46-60,0
VID01864,FL,BMW,Elantra,2022,USAA,Collision,Yes,2025-05-06,Good,46-60,1
VID01865,NY,Kia,Sorento,2006,Allstate,Collision,Yes,2025-10-01,Good,46-60,3
VID01866,TX,Mercedes,Jetta,2017,State Farm,Comprehensive,Yes,2026-02-12,Fair,26-35,4
VID01867,FL,Hyundai,Altima,2008,Allstate,Full Coverage,No,2025-05-10,Fair,36-45,5
VID01868,FL,Chevrolet,C-Class,2003,State Farm,Full Coverage,No,2026-02-12,Poor,46-60,0
VID01869,MI,BMW,Civic,2003,Farmers,Collision,No,2025-08-08,Fair,46-60,2
VID01870,NY,Toyota,C-Class,2010,Farmers,Comprehensive,No,2026-02-10,Poor,46-60,2
VID01871,PA,Toyota,Camry,2018,USAA,Full Coverage,Yes,2026-03-11,Good,60+,1
VID01872,NC,Toyota,3 Series,2009,Farmers,Liability,No,2025-04-24,Fair,60+,2
VID01873,IL,Kia,C-Class,2006,Farmers,Liability,No,2026-03-16,Fair,60+,1
VID01874,NY,Hyundai,Sorento,2008,Liberty Mutual,Collision,No,2025-12-19,Poor,36-45,3
VID01875,MI,BMW,Altima,2002,Farmers,Comprehensive,No,2025-09-20,Good,36-45,0
VID01876,CA,Ford,Sorento,2016,USAA,Liability,No,2025-06-06,Fair,26-35,1
VID01877,MI,BMW,Silverado,2014,Progressive,Liability,Yes,2026-03-14,Poor,26-35,3
VID01878,MI,BMW,Altima,2020,State Farm,Collision,No,2025-08-05,Poor,60+,4
VID01879,FL,Volkswagen,Sorento,2005,State Farm,Comprehensive,Yes,2025-09-10,Good,26-35,4
VID01880,TX,Ford,Civic,2008,Geico,Collision,No,2025-06-21,Poor,46-60,3
VID01881,NC,Mercedes,Jetta,2016,State Farm,Full Coverage,Yes,2026-03-11,Good,26-35,3
VID01882,MI,Hyundai,Jetta,2017,Farmers,Full Coverage,Yes,2025-07-06,Poor,36-45,2
VID01883,GA,Chevrolet,Elantra,2019,Progressive,Liability,Yes,2025-07-28,Poor,46-60,5
VID01884,OH,Kia,Silverado,2014,USAA,Collision,Yes,2025-10-07,Good,60+,5
VID01885,IL,Hyundai,Camry,2013,State Farm,Comprehensive,No,2025-06-06,Poor,36-45,2
VID01886,TX,Ford,F-150,2005,Allstate,Full Coverage,Yes,2025-06-17,Poor,18-25,5
VID01887,IL,Nissan,Elantra,2016,Allstate,Comprehensive,Yes,2025-05-14,Good,36-45,2
VID01888,OH,Volkswagen,Elantra,2001,Liberty Mutual,Collision,No,2025-07-16,Poor,36-45,5
VID01889,CA,Ford,Silverado,2021,State Farm,Full Coverage,No,2025-11-19,Good,46-60,2
VID01890,GA,Mercedes,F-150,2009,Liberty Mutual,Comprehensive,Yes,2026-03-20,Poor,18-25,4
VID01891,NY,BMW,Sorento,2014,Allstate,Collision,Yes,2025-10-25,Good,18-25,2
VID01892,MI,Kia,Sorento,2013,State Farm,Liability,Yes,2025-12-22,Poor,26-35,5
VID01893,OH,Kia,F-150,2009,Allstate,Collision,Yes,2026-01-22,Poor,26-35,1
VID01894,PA,Kia,Elantra,2006,Geico,Liability,No,2025-10-12,Poor,18-25,0
VID01895,NC,Toyota,Civic,2001,Progressive,Full Coverage,Yes,2026-03-14,Fair,46-60,1
VID01896,CA,Hyundai,Civic,2023,State Farm,Collision,Yes,2025-09-24,Poor,26-35,2
